,IPSrcType,IPDstType,Dur,Proto,sTos,dTos,OutBytes,InBytes,TotPkts,TotBytes,BytesPerSec,BytesPerPkt,PktsPerSec,RatioOutIn,SrcState_F,DstState_F,SrcState_S,DstState_S,SrcState_P,DstState_P,SrcState_A,DstState_A,SrcState_R,DstState_R,SrcState_C,DstState_C,SrcState_E,DstState_E,->,>,<-,<->,SrcPort_Private,SrcPort_Registered,SrcPort_Well_Known,DstPort_Private,DstPort_Registered,DstPort_Well_Known,Label
40937,1,0,9.012869,0,0.0,0.0,186,0,3,186,20.637157823995892,62.0,0.3328573842579982,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
40938,1,0,9.012958,0,0.0,0.0,186,0,3,186,20.63695403884052,62.0,0.33285409740065364,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
42793,1,0,0.440475,0,0.0,0.0,587,4415,14,5002,11355.922583574551,357.28571428571433,31.78386968613429,0.13295583238958095,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
45409,1,0,0.440009,0,0.0,0.0,587,4395,14,4982,11322.495676224804,355.8571428571428,31.817531005047623,0.13356086461888508,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
45431,1,0,2.931012,0,0.0,0.0,124,0,2,124,42.30620686643385,62.0,0.682358175265062,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
45432,1,0,2.9307830000000004,0,0.0,0.0,124,0,2,124,42.30951250911445,62.0,0.6824114920824912,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
45433,1,0,2.9305220000000003,0,0.0,0.0,124,0,2,124,42.31328070562172,62.0,0.6824722694455116,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
45434,1,0,2.9303060000000003,0,0.0,0.0,124,0,2,124,42.31639972071176,62.0,0.6825225761405123,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
45435,1,0,2.930015,0,0.0,0.0,124,0,2,124,42.32060245425365,62.0,0.6825903621653814,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
45436,1,0,2.929706,0,0.0,0.0,124,0,2,124,42.32506606464949,62.0,0.6826623558814434,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
45437,1,0,2.929608,0,0.0,0.0,124,0,2,124,42.3264819047463,62.0,0.6826851920120371,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
45438,1,0,2.929266,0,0.0,0.0,124,0,2,124,42.33142363991525,62.0,0.6827648974179878,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
45439,1,0,2.929025,0,0.0,0.0,124,0,2,124,42.33490666689428,62.0,0.6828210752724883,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
45440,1,0,2.928766,0,0.0,0.0,124,0,2,124,42.33865047600252,62.0,0.6828814592903633,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
46569,1,0,9.013152,0,0.0,0.0,186,0,3,186,20.636509846943667,62.0,0.33284693301522045,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
46570,1,0,9.013207,0,0.0,0.0,186,0,3,186,20.636383919730235,62.0,0.3328449019311328,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
46571,1,0,9.013214,0,0.0,0.0,186,0,3,186,20.636367892740594,62.0,0.3328446434312999,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
46572,1,0,9.013196,0,0.0,0.0,186,0,3,186,20.636409105049967,62.0,0.3328453081459673,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
46573,1,0,9.013187,0,0.0,0.0,186,0,3,186,20.63642971126639,62.0,0.33284564050429666,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
46574,1,0,9.013192,0,0.0,0.0,186,0,3,186,20.6364182633633,62.0,0.3328454558606984,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
46575,1,0,9.01318,0,0.0,0.0,186,0,3,186,20.63644573835206,62.0,0.33284589900567835,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
46576,1,0,9.013234,0,0.0,0.0,186,0,3,186,20.636322101478783,62.0,0.33284390486256105,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
46577,1,0,9.013194,0,0.0,0.0,186,0,3,186,20.63641368420562,62.0,0.3328453820033165,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
46578,1,0,9.013193,0,0.0,0.0,186,0,3,186,20.63641597378421,62.0,0.33284541893200337,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
47809,1,0,0.056839,0,0.0,0.0,182,62,4,244,4292.827108147575,61.0,70.37421488766516,2.9354838709677415,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
47818,1,0,0.389802,0,0.0,0.0,587,4395,14,4982,12780.847712428362,355.8571428571428,35.91567000682398,0.13356086461888508,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
47849,1,0,2.911222,0,0.0,0.0,124,0,2,124,42.593797381305855,62.0,0.6869967319565461,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
47850,1,0,2.911178,0,0.0,0.0,124,0,2,124,42.594441150627,62.0,0.6870071153326935,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
47851,1,0,2.911022,0,0.0,0.0,124,0,2,124,42.596723762307526,62.0,0.6870439316501215,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
47852,1,0,2.910952,0,0.0,0.0,124,0,2,124,42.597748090658996,62.0,0.6870604530751452,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
47853,1,0,2.910898,0,0.0,0.0,124,0,2,124,42.59853832047705,62.0,0.6870731987173717,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
47854,1,0,2.910768,0,0.0,0.0,124,0,2,124,42.60044084585237,62.0,0.6871038846105221,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
47855,1,0,2.910625,0,0.0,0.0,124,0,2,124,42.602533820055825,62.0,0.6871376422589649,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
47856,1,0,2.9105,0,0.0,0.0,124,0,2,124,42.604363511424154,62.0,0.6871671534100671,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
47857,1,0,2.910461,0,0.0,0.0,124,0,2,124,42.60493440729836,62.0,0.6871763614080381,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
47858,1,0,2.910308,0,0.0,0.0,124,0,2,124,42.60717422348425,62.0,0.6872124874755524,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
49269,1,0,9.012821,0,0.0,0.0,186,0,3,186,20.637267732267176,62.0,0.3328591569720513,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
49270,1,0,9.012887,0,0.0,0.0,186,0,3,186,20.637116608695973,62.0,0.3328567194950963,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
49271,1,0,9.012956,0,0.0,0.0,186,0,3,186,20.636958618238012,62.0,0.3328541712619035,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
49272,1,0,9.013008,0,0.0,0.0,186,0,3,186,20.636839554563803,62.0,0.3328522508800613,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
49273,1,0,9.013066,0,0.0,0.0,186,0,3,186,20.636706754394122,62.0,0.33285010894184064,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
49274,1,0,9.013022,0,0.0,0.0,186,0,3,186,20.636807499193946,62.0,0.33285173385796685,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
49275,1,0,9.013068,0,0.0,0.0,186,0,3,186,20.63670217510841,62.0,0.3328500350823937,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
49276,1,0,9.013187,0,0.0,0.0,186,0,3,186,20.63642971126639,62.0,0.33284564050429666,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
49277,1,0,9.01319,0,0.0,0.0,186,0,3,186,20.63642284252301,62.0,0.33284552971811315,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
49278,1,0,9.013247,0,0.0,0.0,186,0,3,186,20.636292337267577,62.0,0.3328434247946384,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
50542,1,0,0.071988,0,0.0,0.0,182,62,4,244,3389.4537978551984,61.0,55.56481635828194,2.9354838709677415,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
50550,1,0,0.417374,0,0.0,0.0,587,4400,14,4987,11948.516198900747,356.21428571428567,33.54305730591748,0.13340909090909092,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
50561,1,0,2.987089,0,0.0,0.0,124,0,2,124,41.511987088432925,62.0,0.6695481788456922,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
50562,1,0,2.986851,0,0.0,0.0,124,0,2,124,41.51529487075185,62.0,0.6696015301734168,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
50563,1,0,2.9864900000000003,0,0.0,0.0,124,0,2,124,41.520313143523005,62.0,0.6696824700568225,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
50564,1,0,2.986364,0,0.0,0.0,124,0,2,124,41.5220649592615,62.0,0.669710725149379,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
50565,1,0,2.986263,0,0.0,0.0,124,0,2,124,41.523469299254614,62.0,0.6697333757944294,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
50566,1,0,2.986062,0,0.0,0.0,124,0,2,124,41.52626435753846,62.0,0.6697784573796526,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
50567,1,0,2.985955,0,0.0,0.0,124,0,2,124,41.52775242761528,62.0,0.6698024585099239,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
50568,1,0,2.985703,0,0.0,0.0,124,0,2,124,41.53125746264782,62.0,0.6698589913330294,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
50569,1,0,2.985507,0,0.0,0.0,124,0,2,124,41.533984010086066,62.0,0.6699029679046138,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
50570,1,0,2.985289,0,0.0,0.0,124,0,2,124,41.53701701912277,62.0,0.6699518874052061,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
53024,1,0,0.423792,0,0.0,0.0,586,4421,14,5007,11814.758183259712,357.6428571428572,33.03507380979348,0.13254919701425014,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
53041,1,0,2.942819,0,0.0,0.0,124,0,2,124,42.13646846781946,62.0,0.6796204591583784,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
53042,1,0,2.942701,0,0.0,0.0,124,0,2,124,42.13815810712675,62.0,0.6796477114052701,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
53043,1,0,2.9425060000000003,0,0.0,0.0,124,0,2,124,42.140950604688655,62.0,0.6796927516885266,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
53044,1,0,2.942541,0,0.0,0.0,124,0,2,124,42.140449359923956,62.0,0.6796846670955478,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
53045,1,0,2.942345,0,0.0,0.0,124,0,2,124,42.14325648419883,62.0,0.6797299432935295,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
53046,1,0,2.9422490000000003,0,0.0,0.0,124,0,2,124,42.14463153866311,62.0,0.6797521215913405,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
53047,1,0,2.942122,0,0.0,0.0,124,0,2,124,42.14645075901,62.0,0.6797814638549999,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
53048,1,0,2.941969,0,0.0,0.0,124,0,2,124,42.1486426267578,62.0,0.6798168165606097,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
53049,1,0,2.941875,0,0.0,0.0,124,0,2,124,42.14998937752284,62.0,0.6798385383471426,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
53050,1,0,2.94167,0,0.0,0.0,124,0,2,124,42.152926738893214,62.0,0.6798859151434389,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
55242,1,0,0.444042,0,0.0,0.0,586,4394,14,4980,11215.155323145107,355.71428571428567,31.528549101211148,0.13336367774237598,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
55264,1,0,2.928224,0,0.0,0.0,124,0,2,124,42.34648715398821,62.0,0.6830078573223906,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
55265,1,0,2.928186,0,0.0,0.0,124,0,2,124,42.34703669780539,62.0,0.6830167209323451,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
55266,1,0,2.928077,0,0.0,0.0,124,0,2,124,42.34861309999703,62.0,0.6830421467741457,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
55267,1,0,2.927992,0,0.0,0.0,124,0,2,124,42.34984248590843,62.0,0.6830619755791684,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
55268,1,0,2.927866,0,0.0,0.0,124,0,2,124,42.35166500106221,62.0,0.6830913709848744,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
55269,1,0,2.92773,0,0.0,0.0,124,0,2,124,42.35363233631517,62.0,0.6831231021986317,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
55270,1,0,2.927664,0,0.0,0.0,124,0,2,124,42.354587138414786,62.0,0.6831385022324966,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
55271,1,0,2.927491,0,0.0,0.0,124,0,2,124,42.35709008157498,62.0,0.6831788722834673,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
55272,1,0,2.927437,0,0.0,0.0,124,0,2,124,42.35787140765113,62.0,0.6831914743169537,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
55273,1,0,2.927356,0,0.0,0.0,124,0,2,124,42.359043450813644,62.0,0.6832103782389296,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
58084,1,0,0.444364,0,0.0,0.0,587,4413,14,5000,11252.036618627972,357.1428571428572,31.505702532158324,0.13301608882846136,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
58112,1,0,2.927956,0,0.0,0.0,124,0,2,124,42.35036318851786,62.0,0.6830703740083526,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
58113,1,0,2.927788,0,0.0,0.0,124,0,2,124,42.35279330334027,62.0,0.683109569408714,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
58114,1,0,2.927555,0,0.0,0.0,124,0,2,124,42.35616410280935,62.0,0.6831639371420861,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
58115,1,0,2.927308,0,0.0,0.0,124,0,2,124,42.35973802551696,62.0,0.6832215810567251,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
58116,1,0,2.927038,0,0.0,0.0,124,0,2,124,42.36364543268656,62.0,0.683284603753009,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
58117,1,0,2.926924,0,0.0,0.0,124,0,2,124,42.365295443270824,62.0,0.6833112168269487,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
58118,1,0,2.926667,0,0.0,0.0,124,0,2,124,42.36901567551074,62.0,0.683371220572754,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
58119,1,0,2.926483,0,0.0,0.0,124,0,2,124,42.371679589459426,62.0,0.6834141869267649,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
58120,1,0,2.926287,0,0.0,0.0,124,0,2,124,42.37451760541601,62.0,0.6834599613776776,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
58121,1,0,2.9262,0,0.0,0.0,124,0,2,124,42.375777458820316,62.0,0.6834802815938761,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
60610,1,0,0.43822,0,0.0,0.0,587,4385,14,4972,11345.899319976266,355.1428571428572,31.947423668477025,0.1338654503990878,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
60629,1,0,2.927578,0,0.0,0.0,124,0,2,124,42.35583133907961,62.0,0.683158569985155,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
60630,1,0,2.927349,0,0.0,0.0,124,0,2,124,42.35914474153919,62.0,0.6832120119603095,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
60631,1,0,2.927163,0,0.0,0.0,124,0,2,124,42.3618363582759,62.0,0.6832554251334825,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
60632,1,0,2.926827,0,0.0,0.0,124,0,2,124,42.36669950085878,62.0,0.6833338629170771,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
60633,1,0,2.926567,0,0.0,0.0,124,0,2,124,42.370463413275694,62.0,0.683394571181866,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
60634,1,0,2.926318,0,0.0,0.0,124,0,2,124,42.37406871023586,62.0,0.6834527211328365,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
60635,1,0,2.926225,0,0.0,0.0,124,0,2,124,42.375415424309466,62.0,0.6834744423275722,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
60636,1,0,2.926057,0,0.0,0.0,124,0,2,124,42.37784841511972,62.0,0.6835136841148344,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
60637,1,0,2.925876,0,0.0,0.0,124,0,2,124,42.38046998574104,62.0,0.683555967511952,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
60638,1,0,2.925719,0,0.0,0.0,124,0,2,124,42.382744207492244,62.0,0.6835926485079394,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
61638,1,0,9.012828,0,0.0,0.0,186,0,3,186,20.6372517039047,62.0,0.3328588984500758,1228.6491319186825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
