,IPSrcType,IPDstType,Dur,Proto,sTos,dTos,OutBytes,InBytes,TotPkts,TotBytes,BytesPerSec,BytesPerPkt,PktsPerSec,RatioOutIn,State_ACC,State_CLO,State_CON,State_FIN,State_INT,State_REQ,State_RST,->,>,  <->,<-,<->,SrcPort_Private,SrcPort_Registered,SrcPort_Well_Known,DstPort_Private,DstPort_Registered,DstPort_Well_Known,Label
466,0,0,61.13295400000001,0,0.0,0.0,874,639,16,1513,24.749335685627088,94.5625,0.26172463382024685,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
471,0,0,64.14879599999999,0,0.0,0.0,994,639,18,1633,25.456440367173855,90.72222222222223,0.28059762805213057,1.5555555555555556,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
491,0,0,64.129761,0,0.0,0.0,994,639,18,1633,25.46399634952639,90.72222222222223,0.28068091505907844,1.5555555555555556,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
508,0,0,64.41771700000001,0,0.0,0.0,1144,699,19,1843,28.61014152364325,97.0,0.29494991261487885,1.636623748211731,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
540,0,0,61.287827,0,0.0,0.0,874,639,16,1513,24.686794654997314,94.5625,0.2610632613879425,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
547,0,0,0.015028999999999999,0,0.0,0.0,3108,618,20,3726,247920.68667243328,186.3,1330.7605296426907,5.029126213592233,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
559,0,0,154.742737,0,0.0,0.0,1654,579,23,2233,14.430402636603226,97.08695652173913,0.14863379339089755,2.856649395509499,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
592,0,0,60.95101500000001,0,0.0,0.0,874,639,16,1513,24.82321254207169,94.5625,0.26250588279785,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
595,0,0,61.078483999999996,0,0.0,0.0,874,639,16,1513,24.771407227461637,94.5625,0.2619580407398455,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
608,0,0,0.014941999999999999,0,0.0,0.0,3108,660,20,3768,252175.0769642618,188.4,1338.508901084192,4.709090909090909,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
613,0,0,61.297112,0,0.0,0.0,874,639,16,1513,24.68305521473834,94.5625,0.26102371674541536,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
623,0,0,0.014856,0,0.0,0.0,3148,770,20,3918,263731.8255250404,195.9,1346.2574044157245,4.088311688311689,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
631,0,0,61.271236,0,0.0,0.0,874,639,16,1513,24.693479335066787,94.5625,0.26113395199013123,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
633,0,0,60.94315699999999,0,0.0,0.0,874,639,16,1513,24.82641324275341,94.5625,0.26253973026044586,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
646,0,0,61.24641,0,0.0,0.0,874,639,16,1513,24.703488743258585,94.5625,0.2612398016471496,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
647,0,0,25.984102,0,0.0,0.0,2920,4852,54,7772,299.1059687188728,143.9259259259259,2.078193812508895,0.6018136850783182,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
657,0,0,61.28282900000001,0,0.0,0.0,874,639,16,1513,24.688808018311292,94.5625,0.2610845527382556,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
660,0,0,0.006645,0,0.0,0.0,124,60,3,184,27689.99247554552,61.33333333333334,451.46726862302484,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
664,0,0,0.006523,0,0.0,0.0,124,60,3,184,28207.879809903417,61.33333333333334,459.91108385712096,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
690,0,0,61.280806999999996,0,0.0,0.0,874,639,16,1513,24.689622641555616,94.5625,0.2610931673925247,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
701,0,0,60.951407999999994,0,0.0,0.0,874,639,16,1513,24.82305248797534,94.5625,0.2625041902231364,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
723,0,0,0.001026,0,0.0,0.0,124,60,3,184,179337.23196881093,61.33333333333334,2923.9766081871344,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
744,0,0,60.966038,0,0.0,0.0,874,639,16,1513,24.817095708269576,94.5625,0.2624411971793214,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
762,0,0,0.931227,0,0.0,0.0,372,180,9,552,592.766317986914,61.33333333333334,9.664668228047509,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
796,0,0,61.271145,0,0.0,0.0,874,639,16,1513,24.693516009860762,94.5625,0.2611343398266835,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
824,0,0,61.311314,0,0.0,0.0,874,639,16,1513,24.677337693333406,94.5625,0.2609632538620849,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
845,0,0,0.001153,0,0.0,0.0,124,60,3,184,159583.69470945364,61.33333333333334,2601.9080659150045,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
859,0,0,0.015517,0,0.0,0.0,3148,660,20,3808,245408.26190629636,190.4,1288.908938583489,4.7696969696969695,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
917,0,0,0.5009819999999999,0,0.0,0.0,248,120,6,368,734.5573294050487,61.33333333333334,11.976478196821446,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
924,0,0,70.50921600000002,0,0.0,0.0,1122,639,20,1761,24.975458527293785,88.05,0.28365086345592033,1.7558685446009388,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
943,0,0,0.010579999999999999,0,0.0,0.0,3112,618,20,3730,352551.98487712664,186.5,1890.3591682419656,5.035598705501618,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
949,0,0,0.015091,0,0.0,0.0,3108,618,20,3726,246902.1270956199,186.3,1325.293221125174,5.029126213592233,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
953,0,0,61.554337,0,0.0,0.0,874,639,16,1513,24.57990896725929,94.5625,0.25993294347399115,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
960,0,0,61.28554499999999,0,0.0,0.0,874,639,16,1513,24.687713880981235,94.5625,0.2610729822179113,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
978,0,0,61.270336,0,0.0,0.0,874,639,16,1513,24.693842057598637,94.5625,0.26113778778689906,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
999,0,0,0.000709,0,0.0,0.0,124,60,3,184,259520.45133991537,61.33333333333334,4231.311706629055,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1014,0,0,0.0277,0,0.0,0.0,3148,770,20,3918,141444.04332129966,195.9,722.0216606498195,4.088311688311689,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1021,0,0,0.015009999999999999,0,0.0,0.0,3108,618,20,3726,248234.51032644906,186.3,1332.4450366422384,5.029126213592233,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1024,0,0,60.965225,0,0.0,0.0,874,639,16,1513,24.817426655933772,94.5625,0.26244469695633865,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1039,0,0,61.304443000000006,0,0.0,0.0,874,639,16,1513,24.68010352854849,94.5625,0.26099250261518564,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1048,0,0,0.0006450000000000001,0,0.0,0.0,124,60,3,184,285271.3178294573,61.33333333333334,4651.162790697674,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1069,0,0,61.296089,0,0.0,0.0,874,639,16,1513,24.683467162154503,94.5625,0.2610280730961481,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1104,0,0,0.014987,0,0.0,0.0,3108,618,20,3726,248615.46673783945,186.3,1334.4898912390738,5.029126213592233,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1105,0,0,61.168319999999994,0,0.0,0.0,874,639,16,1513,24.735026235803108,94.5625,0.26157331115191657,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1115,0,0,29.995323,0,0.0,0.0,3148,660,20,3808,126.95312532557159,190.4,0.6667706162057332,4.7696969696969695,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1137,0,0,0.015003,0,0.0,0.0,3108,770,20,3878,258481.6370059321,193.9,1333.066719989335,4.036363636363636,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1143,0,0,60.966232,0,0.0,0.0,874,639,16,1513,24.817016738052637,94.5625,0.26244036206797233,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1159,0,0,0.015068000000000003,0,0.0,0.0,3108,618,20,3726,247279.00185824253,186.3,1327.3161667109102,5.029126213592233,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1161,0,0,60.95239300000001,0,0.0,0.0,874,639,16,1513,24.82265134364782,94.5625,0.2624999481152446,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1162,0,0,61.31189000000001,0,0.0,0.0,874,639,16,1513,24.677105859891117,94.5625,0.26096080221960205,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1165,0,0,61.156502,0,0.0,0.0,874,639,16,1513,24.739806079817967,94.5625,0.2616238580813533,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1170,0,0,0.006176,0,0.0,0.0,124,60,3,184,29792.74611398964,61.33333333333334,485.7512953367876,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1195,0,0,60.952465000000004,0,0.0,0.0,874,639,16,1513,24.82262202193136,94.5625,0.2624996380376085,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1204,0,0,61.993958,0,0.0,0.0,874,639,16,1513,24.40560417194205,94.5625,0.25808966738339245,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1207,0,0,61.080631000000004,0,0.0,0.0,874,639,16,1513,24.77053650608161,94.5625,0.2619488328468644,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1213,0,0,8.912707000000003,0,0.0,0.0,372,0,6,372,41.73816103233281,62.0,0.6731961456827873,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
1215,0,0,61.033016,0,0.0,0.0,874,639,16,1513,24.78986127770582,94.5625,0.2621531926261025,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1221,0,0,0.001153,0,0.0,0.0,124,60,3,184,159583.69470945364,61.33333333333334,2601.9080659150045,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1239,0,0,60.962101000000004,0,0.0,0.0,874,639,16,1513,24.818698423796125,94.5625,0.262458145922497,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1270,0,0,60.951885,0,0.0,0.0,874,639,16,1513,24.822858226615963,94.5625,0.26250213590605115,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1305,0,0,0.987567,0,0.0,0.0,372,180,9,552,558.9494181154291,61.33333333333334,9.113305730142867,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1309,0,0,60.942184,0,0.0,0.0,874,639,16,1513,24.826809620081878,94.5625,0.262543921957244,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1310,0,0,61.292416,0,0.0,0.0,874,639,16,1513,24.68494633985385,94.5625,0.2610437154247599,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1312,0,0,61.283919999999995,0,0.0,0.0,874,639,16,1513,24.688368498620843,94.5625,0.2610799048102667,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1314,0,0,27.99660900000001,0,0.0,0.0,2920,5020,54,7940,283.6057752565676,147.03703703703704,1.9288050206366056,0.5816733067729084,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1353,0,0,61.281773,0,0.0,0.0,874,639,16,1513,24.689233452824546,94.5625,0.2610890517152629,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1372,0,0,61.27066800000001,0,0.0,0.0,874,639,16,1513,24.693708252046477,94.5625,0.261136372790974,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1379,0,0,60.950393999999996,0,0.0,0.0,874,639,16,1513,24.823465456187204,94.5625,0.2625085573688006,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1395,0,0,0.032043,0,0.0,0.0,3148,770,20,3918,122273.19539368973,195.9,624.1612832755984,4.088311688311689,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1413,0,0,0.933601,0,0.0,0.0,372,180,9,552,591.2590067919807,61.33333333333334,9.640092502043164,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1420,0,0,0.0009220000000000001,0,0.0,0.0,124,60,3,184,199566.16052060734,61.33333333333334,3253.7960954446858,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1423,0,0,61.270702,0,0.0,0.0,874,639,16,1513,24.6936945491501,94.5625,0.2611362278826184,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1426,0,0,0.015231999999999999,0,0.0,0.0,3148,618,20,3766,247242.64705882352,188.3,1313.0252100840335,5.093851132686084,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1445,0,0,27.998046999999996,0,0.0,0.0,3040,4852,56,7892,281.87680376420536,140.92857142857142,2.000139509730804,0.6265457543281121,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1458,0,0,61.282619,0,0.0,0.0,874,639,16,1513,24.68889262059769,94.5625,0.2610854474088322,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1472,0,0,61.266838,0,0.0,0.0,874,639,16,1513,24.695251940372707,94.5625,0.2611526973205309,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1478,0,0,0.910501,0,0.0,0.0,372,180,9,552,606.2596306868418,61.33333333333334,9.884667891633288,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1484,0,0,61.283737,0,0.0,0.0,874,639,16,1513,24.688442220813,94.5625,0.2610806844236669,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1499,0,0,1.8949509999999998,0,0.0,0.0,3228,770,22,3998,2109.817087618625,181.72727272727272,11.609798881343105,4.1922077922077925,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1503,0,0,0.015171,0,0.0,0.0,3148,618,20,3766,248236.7675169732,188.3,1318.3046602069735,5.093851132686084,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1508,0,0,61.280529,0,0.0,0.0,874,639,16,1513,24.689734646383357,94.5625,0.26109435184542873,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1527,0,0,61.322155,0,0.0,0.0,874,639,16,1513,24.672975044663712,94.5625,0.2609171187803168,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1530,0,0,0.005007,0,0.0,0.0,124,60,3,184,36748.552027161975,61.33333333333334,599.1611743559017,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1545,0,0,0.9740540000000001,0,0.0,0.0,372,180,9,552,566.70369404571,61.33333333333334,9.239734142049619,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1556,0,0,61.280979,0,0.0,0.0,874,639,16,1513,24.689553344113516,94.5625,0.2610924345709294,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1591,0,0,60.967403000000004,0,0.0,0.0,874,639,16,1513,24.81654007798233,94.5625,0.2624353213798528,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1606,0,0,60.95224399999999,0,0.0,0.0,874,639,16,1513,24.82271202353108,94.5625,0.2625005898060128,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1616,0,0,0.015115,0,0.0,0.0,3108,618,20,3726,246510.08931524976,186.3,1323.1888852133645,5.029126213592233,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1631,0,0,0.933415,0,0.0,0.0,372,180,9,552,591.3768259563003,61.33333333333334,9.642013466678806,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1636,0,0,61.25626,0,0.0,0.0,874,639,16,1513,24.699516424933552,94.5625,0.26119779431522594,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1658,0,0,0.005999,0,0.0,0.0,124,60,3,184,30671.77862977163,61.33333333333334,500.08334722453736,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1682,0,0,0.0009109999999999999,0,0.0,0.0,124,60,3,184,201975.85071350168,61.33333333333334,3293.084522502744,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1687,0,0,61.270966,0,0.0,0.0,874,639,16,1513,24.693588150707463,94.5625,0.2611351027173294,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1692,0,0,61.277679000000006,0,0.0,0.0,874,639,16,1513,24.690882955929194,94.5625,0.26110649523785,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1705,0,0,0.015241,0,0.0,0.0,3108,660,20,3768,247227.8721868644,188.4,1312.2498523718914,4.709090909090909,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1709,0,0,61.297802000000004,0,0.0,0.0,874,639,16,1513,24.682777369407145,94.5625,0.261020778526447,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1735,0,0,0.015222,0,0.0,0.0,3148,618,20,3766,247405.0716068848,188.3,1313.887793982394,5.093851132686084,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1738,0,0,61.318870999999994,0,0.0,0.0,874,639,16,1513,24.67429643314861,94.5625,0.2609310924853786,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1762,0,0,1.815118,0,0.0,0.0,3268,618,22,3886,2140.9076434700114,176.63636363636363,12.120424126695895,5.288025889967638,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1764,0,0,60.966492,0,0.0,0.0,874,639,16,1513,24.816910902467537,94.5625,0.2624392428549112,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1776,0,0,61.301712,0,0.0,0.0,874,639,16,1513,24.681203030675555,94.5625,0.2610041298683469,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1788,0,0,61.198868000000004,0,0.0,0.0,874,639,16,1513,24.722679511000106,94.5625,0.2614427443331141,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1802,0,0,0.8884120000000001,0,0.0,0.0,1112,4098,17,5210,5864.396248587365,306.4705882352941,19.135266070246686,0.27135187896534896,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1827,0,0,0.09935,0,0.0,0.0,3148,770,20,3918,39436.336185203836,195.9,201.30850528434829,4.088311688311689,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1849,0,0,0.058298,0,0.0,0.0,3148,770,20,3918,67206.42217571786,195.9,343.0649421935572,4.088311688311689,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1861,0,0,61.296046999999994,0,0.0,0.0,874,639,16,1513,24.683484075245506,94.5625,0.2610282519523649,1.3677621283255086,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
