,IPSrcType,IPDstType,Dur,Proto,sTos,dTos,OutBytes,InBytes,TotPkts,TotBytes,BytesPerSec,BytesPerPkt,PktsPerSec,RatioOutIn,State_ACC,State_CLO,State_CON,State_FIN,State_INT,State_REQ,State_RST,->,>,  <->,<-,<->,SrcPort_Private,SrcPort_Registered,SrcPort_Well_Known,DstPort_Private,DstPort_Registered,DstPort_Well_Known,Label
376,0,0,2.904784,0,0.0,0.0,248,0,4,248,85.37639975984446,62.0,1.3770387058039428,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
378,0,0,9.013086999999999,0,0.0,0.0,372,0,6,372,41.273317343991025,62.0,0.6656986668385648,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
386,0,0,2.984245,0,0.0,0.0,248,0,4,248,83.10309642807478,62.0,1.3403725230334642,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
388,0,0,0.428354,0,0.0,0.0,1174,4363,20,5537,12926.224571265822,276.85,46.690354239717614,0.26908090763236303,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
395,0,0,2.853006,0,0.0,0.0,248,0,4,248,86.9258599526254,62.0,1.4020299992358936,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
404,0,0,2.9056349999999997,0,0.0,0.0,248,0,4,248,85.35139478977916,62.0,1.3766353998351477,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
412,0,0,3.000175,0,0.0,0.0,248,0,4,248,82.66184472572435,62.0,1.333255560092328,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
418,0,0,9.013025,0,0.0,0.0,372,0,6,372,41.27360126039815,62.0,0.665703246135454,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
427,0,0,2.9426400000000004,0,0.0,0.0,248,0,4,248,84.27806323573387,62.0,1.3593236005763532,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
452,0,0,2.9613509999999996,0,0.0,0.0,248,0,4,248,83.74556072549318,62.0,1.3507348504111805,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
459,0,0,2.94426,0,0.0,0.0,248,0,4,248,84.23169149463702,62.0,1.358575669268339,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
464,0,0,6.008335,0,0.0,0.0,248,0,4,248,41.275994098198595,62.0,0.6657418402935256,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
467,0,0,2.958488,0,0.0,0.0,248,0,4,248,83.82660331899267,62.0,1.3520419890160111,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
472,0,0,2.963948,0,0.0,0.0,248,0,4,248,83.67218318270092,62.0,1.3495513416564664,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
485,0,0,9.012709,0,0.0,0.0,372,0,6,372,41.27504837890584,62.0,0.6657265867565457,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
489,0,0,2.917551,0,0.0,0.0,248,0,4,248,85.00279858004195,62.0,1.3710128803232575,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
504,0,0,0.391096,0,0.0,0.0,1174,4415,21,5589,14290.608955346,266.14285714285717,53.695256407633934,0.26591166477916195,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
525,0,0,2.963764,0,0.0,0.0,248,0,4,248,83.67737782090613,62.0,1.3496351261436472,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
539,0,0,9.012336999999999,0,0.0,0.0,372,0,6,372,41.276752078844815,62.0,0.6657540657878195,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
548,0,0,2.8523549999999998,0,0.0,0.0,248,0,4,248,86.94569925552744,62.0,1.4023499879923782,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
555,0,0,2.904527,0,0.0,0.0,248,0,4,248,85.38395408271296,62.0,1.3771605497211767,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
556,0,0,9.012735000000001,0,0.0,0.0,372,0,6,372,41.274929308362005,62.0,0.6657246662639033,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
591,0,1,9.013227,0,0.0,0.0,372,0,6,372,41.272676256794604,62.0,0.6656883267224935,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
621,0,0,9.009734,0,0.0,0.0,372,0,6,372,41.28867733498014,62.0,0.6659464086287121,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
625,0,0,2.93872,0,0.0,0.0,248,0,4,248,84.39048293134425,62.0,1.3611368214732944,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
636,0,0,2.983884,0,0.0,0.0,248,0,4,248,83.11315051121291,62.0,1.3405346856647242,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
639,0,0,2.9507779999999997,0,0.0,0.0,248,0,4,248,84.04563135552725,62.0,1.3555746992826976,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
683,0,0,2.97322,0,0.0,0.0,248,0,4,248,83.41125110149939,62.0,1.345342759701603,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
703,0,0,9.012972,0,0.0,0.0,372,0,6,372,41.273843966230004,62.0,0.6657071607456453,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
707,0,0,8.91318,0,0.0,0.0,372,0,6,372,41.735946093313494,62.0,0.673160420859895,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
711,0,0,3.004846,0,0.0,0.0,248,0,4,248,82.53334779885556,62.0,1.3311830290137996,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
728,0,0,2.94422,0,0.0,0.0,248,0,4,248,84.23283586145057,62.0,1.3585941267975898,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
745,0,0,2.9457400000000002,0,0.0,0.0,248,0,4,248,84.18937177076049,62.0,1.3578930930767819,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
752,0,0,2.9611009999999998,0,0.0,0.0,248,0,4,248,83.75263120035419,62.0,1.3508488903282934,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
763,0,0,2.948436,0,0.0,0.0,248,0,4,248,84.11239043343656,62.0,1.3566514586038156,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
777,0,0,2.939823,0,0.0,0.0,248,0,4,248,84.35882024189891,62.0,1.3606261329338534,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
794,0,0,0.394296,0,0.0,0.0,1174,4356,20,5530,14024.996449367989,276.5,50.72331446426036,0.2695133149678604,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
802,0,0,9.012999,0,0.0,0.0,372,0,6,372,41.27372032327974,62.0,0.6657051665045121,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
820,0,0,2.904303,0,0.0,0.0,248,0,4,248,85.3905394857217,62.0,1.3772667658987372,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
829,0,0,2.967516,0,0.0,0.0,248,0,4,248,83.57157973200482,62.0,1.3479287053549165,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
844,0,0,0.9763299999999999,0,0.0,0.0,2355,3908,54,6263,6414.8392449274315,115.98148148148148,55.309168006719034,0.6026100307062436,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
857,0,0,2.954189,0,0.0,0.0,248,0,4,248,83.94858961291916,62.0,1.3540095098857927,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
862,0,0,2.958259,0,0.0,0.0,248,0,4,248,83.83309236953221,62.0,1.3521466511214872,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
865,0,0,2.950586,0,0.0,0.0,248,0,4,248,84.05110035769167,62.0,1.3556629089950267,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
871,0,0,2.970038,0,0.0,0.0,248,0,4,248,83.50061514364462,62.0,1.3467841152200746,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
878,0,0,2.9379009999999997,0,0.0,0.0,248,0,4,248,84.41400850471135,62.0,1.3615162662050218,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
899,0,0,9.012749000000001,0,0.0,0.0,372,0,6,372,41.274865193738336,62.0,0.66572363215707,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
949,0,0,9.01303,0,0.0,0.0,372,0,6,372,41.2735783637689,62.0,0.6657028768349822,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
950,0,0,2.993984,0,0.0,0.0,248,0,4,248,82.83277398944016,62.0,1.3360124837006475,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
973,0,0,2.929939,0,0.0,0.0,248,0,4,248,84.64340042574266,62.0,1.3652161358990749,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1000,0,0,2.947425,0,0.0,0.0,248,0,4,248,84.14124193151649,62.0,1.3571168053470402,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1003,0,0,2.9865009999999996,0,0.0,0.0,248,0,4,248,83.04032042848804,62.0,1.3393600069110976,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1006,0,0,0.4291640000000001,0,0.0,0.0,1174,4417,21,5591,13027.65376406222,266.23809523809524,48.9323428805771,0.2657912610369029,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1012,0,0,2.924614,0,0.0,0.0,248,0,4,248,84.79751515926546,62.0,1.3677018574075075,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1013,0,0,0.39744,0,0.0,0.0,1174,4338,20,5512,13868.76006441224,275.6,50.3220611916264,0.2706316274781005,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1014,0,0,2.9642459999999997,0,0.0,0.0,248,0,4,248,83.66377149534823,62.0,1.3494156692798103,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1024,0,0,9.013233999999999,0,0.0,0.0,372,0,6,372,41.272644202957565,62.0,0.6656878097251219,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1028,0,0,2.931411,0,0.0,0.0,248,0,4,248,84.60089697418749,62.0,1.3645305963578631,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1039,0,0,0.404578,0,0.0,0.0,1170,4336,20,5506,13609.242222760506,275.3,49.434225291538354,0.2698339483394834,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1042,0,0,2.9283259999999998,0,0.0,0.0,248,0,4,248,84.69002426642388,62.0,1.3659681333294174,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1052,0,0,9.012781,0,0.0,0.0,372,0,6,372,41.27471864677506,62.0,0.6657212684963719,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1053,0,0,2.996082,0,0.0,0.0,248,0,4,248,82.77477051696181,62.0,1.3350769438219652,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1057,0,0,2.930486,0,0.0,0.0,248,0,4,248,84.62760101908009,62.0,1.364961306759357,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1072,0,0,2.932276,0,0.0,0.0,248,0,4,248,84.57594032758172,62.0,1.3641280697997051,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1096,0,0,9.012551,0,0.0,0.0,372,0,6,372,41.27577197621406,62.0,0.6657382576808719,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1100,0,0,0.404578,0,0.0,0.0,1170,4336,20,5506,13609.242222760506,275.3,49.434225291538354,0.2698339483394834,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1102,0,0,9.012714,0,0.0,0.0,372,0,6,372,41.27502548067097,62.0,0.6657262174301769,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1104,0,0,2.9141790000000003,0,0.0,0.0,248,0,4,248,85.10115541975972,62.0,1.3725992809638663,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1108,0,0,9.012697,0,0.0,0.0,372,0,6,372,41.275103334773156,62.0,0.6657274731415025,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1113,0,0,2.923922,0,0.0,0.0,248,0,4,248,84.81758405319978,62.0,1.3680255492451576,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1115,0,0,3.002809,0,0.0,0.0,248,0,4,248,82.58933551884252,62.0,1.3320860567555246,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1132,0,0,9.013341,0,0.0,0.0,372,0,6,372,41.27215424335992,62.0,0.6656799071509665,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1133,0,0,2.960233,0,0.0,0.0,248,0,4,248,83.77718916044785,62.0,1.3512449864588358,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1145,0,0,2.955962,0,0.0,0.0,248,0,4,248,83.89823685148863,62.0,1.353197368572397,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1166,0,0,2.924602,0,0.0,0.0,248,0,4,248,84.79786309385003,62.0,1.3677074692556457,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1198,0,0,2.9407799999999997,0,0.0,0.0,248,0,4,248,84.33136786838865,62.0,1.3601833527159461,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1213,0,0,2.94759,0,0.0,0.0,248,0,4,248,84.13653187858556,62.0,1.35704083675138,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1216,0,0,2.963855,0,0.0,0.0,248,0,4,248,83.67480865291992,62.0,1.3495936879503214,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1233,0,0,9.013309,0,0.0,0.0,372,0,6,372,41.27230077211377,62.0,0.665682270517964,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1234,0,0,9.013044,0,0.0,0.0,372,0,6,372,41.27351425334215,62.0,0.6657018427958412,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1242,0,0,9.012971,0,0.0,0.0,372,0,6,372,41.27384854561276,62.0,0.6657072346066575,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1269,0,0,2.995751,0,0.0,0.0,248,0,4,248,82.78391628676751,62.0,1.3352244562381854,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1273,0,0,2.9294860000000003,0,0.0,0.0,248,0,4,248,84.65648922712037,62.0,1.3654272455987158,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1286,0,0,2.9373549999999997,0,0.0,0.0,248,0,4,248,84.42969950857149,62.0,1.3617693469124432,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1309,0,0,2.9984450000000002,0,0.0,0.0,248,0,4,248,82.70953777708112,62.0,1.3340248028561472,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1310,0,0,2.996263,0,0.0,0.0,248,0,4,248,82.76977021042545,62.0,1.3349962937165396,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1312,0,0,9.012497,0,0.0,0.0,372,0,6,372,41.27601928744054,62.0,0.6657422465716216,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1314,0,0,2.9449520000000002,0,0.0,0.0,248,0,4,248,84.21189886965901,62.0,1.3582564333815967,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1326,0,0,9.012825999999999,0,0.0,0.0,372,0,6,372,41.274512566868594,62.0,0.6657179446269128,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1335,0,0,2.942612,0,0.0,0.0,248,0,4,248,84.2788651714871,62.0,1.3593365350239854,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1337,0,0,2.9388900000000002,0,0.0,0.0,248,0,4,248,84.38560136650233,62.0,1.3610580865564892,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1340,0,0,2.960397,0,0.0,0.0,248,0,4,248,83.77254807378877,62.0,1.3511701302223993,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1341,0,0,9.012229,0,0.0,0.0,372,0,6,372,41.277246727751816,62.0,0.665762043995997,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1349,0,0,9.012785000000001,0,0.0,0.0,372,0,6,372,41.27470032847783,62.0,0.6657209730399649,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1359,0,0,2.9324619999999997,0,0.0,0.0,248,0,4,248,84.57057585059925,62.0,1.3640415459774071,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1369,0,0,2.953769,0,0.0,0.0,248,0,4,248,83.9605263647902,62.0,1.3542020381417776,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1379,0,0,2.957073,0,0.0,0.0,248,0,4,248,83.86671549873813,62.0,1.3526889596570664,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1382,0,0,2.9045520000000002,0,0.0,0.0,248,0,4,248,85.3832191677064,62.0,1.3771486962533293,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1390,0,0,2.946602,0,0.0,0.0,248,0,4,248,84.16474298191612,62.0,1.357495854547034,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1397,0,0,9.012735000000001,0,0.0,0.0,372,0,6,372,41.274929308362005,62.0,0.6657246662639033,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1418,0,0,9.01285,0,0.0,0.0,372,0,6,372,41.27440265842658,62.0,0.6657161719101061,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1425,0,0,2.946461,0,0.0,0.0,248,0,4,248,84.16877060310657,62.0,1.3575608161791382,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1451,0,0,9.013395,0,0.0,0.0,372,0,6,372,41.27190697844709,62.0,0.665675919007211,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1468,0,0,2.980813,0,0.0,0.0,248,0,4,248,83.19877831987449,62.0,1.3419157793528145,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
