,IPSrcType,IPDstType,Dur,Proto,sTos,dTos,OutBytes,InBytes,TotPkts,TotBytes,BytesPerSec,BytesPerPkt,PktsPerSec,RatioOutIn,State_ACC,State_CLO,State_CON,State_FIN,State_INT,State_REQ,State_RST,->,>,  <->,<-,<->,SrcPort_Private,SrcPort_Registered,SrcPort_Well_Known,DstPort_Private,DstPort_Registered,DstPort_Well_Known,Label
3370,0,0,1.008618,0,0.0,0.0,372,180,9,552,547.2835107047465,61.33333333333334,8.92310071801217,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
3444,0,0,2.983784,0,0.0,0.0,248,0,4,248,83.1159360060916,62.0,1.340579613001477,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
3452,0,0,0.406343,0,0.0,0.0,924,470,15,1394,3430.599272043569,92.93333333333334,36.91462631323783,1.9659574468085104,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
3468,0,0,1.04698,0,0.0,0.0,8818,6430,32,15248,14563.79300464192,476.5,30.564098645628377,1.3713841368584758,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
3625,0,0,1.008369,0,0.0,0.0,372,180,9,552,547.4186532906108,61.33333333333334,8.92530412973822,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
3745,0,0,0.02279,0,0.0,0.0,244,62,5,306,13426.941641070645,61.2,219.39447125932426,3.9354838709677415,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
3757,0,0,1.008718,0,0.0,0.0,372,180,9,552,547.2292553518427,61.33333333333334,8.922216119866999,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
3824,0,0,1.8563330000000002,0,0.0,0.0,372,180,9,552,297.3604412570374,61.33333333333334,4.848268063973436,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
4011,0,0,0.9087860000000001,0,0.0,0.0,372,180,9,552,607.4037232087643,61.33333333333334,9.90332157405594,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
4450,0,0,2.050185,0,0.0,0.0,372,180,9,552,269.24399505410486,61.33333333333334,4.389847745447362,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
4482,0,0,2.963968,0,0.0,0.0,248,0,4,248,83.6716185869753,62.0,1.3495422352737951,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
4920,0,0,1.0088549999999998,0,0.0,0.0,372,180,9,552,547.154942979913,61.33333333333334,8.921004505107277,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
5020,0,0,0.958585,0,0.0,0.0,372,180,9,552,575.8487771037519,61.33333333333334,9.388838757126392,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
5022,0,0,2.9780330000000004,0,0.0,0.0,7468,1518,21,8986,3017.4279465674153,427.90476190476187,7.051634417751582,4.919631093544137,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
5107,0,0,0.689138,0,0.0,0.0,3218,1161,18,4379,6354.31510089416,243.27777777777774,26.119587078350055,2.771748492678725,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
5153,0,0,1.578666,0,0.0,0.0,4732,30803,55,35535,22509.51119489493,646.0909090909091,34.83954173967135,0.15362140051293705,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
5301,0,0,1.008967,0,0.0,0.0,372,180,9,552,547.0942062525337,61.33333333333334,8.920014232378264,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
5469,0,0,1.3626129999999999,0,0.0,0.0,4652,31086,60,35738,26227.54956836607,595.6333333333333,44.03304533275405,0.14964935984044264,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
5494,0,0,1.007298,0,0.0,0.0,372,180,9,552,548.0006909573931,61.33333333333334,8.934793874305319,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
6055,0,0,1.008751,0,0.0,0.0,372,180,9,552,547.2113534459942,61.33333333333334,8.921924240967295,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
6119,0,0,0.407385,0,0.0,0.0,928,470,15,1398,3431.643285835267,93.2,36.820206929562936,1.974468085106383,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
6237,0,0,1.108889,0,0.0,0.0,372,180,9,552,497.795541303052,61.33333333333334,8.116231651680195,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
6519,0,0,2.924084,0,0.0,0.0,248,0,4,248,84.81288499236,62.0,1.3679497579412905,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
6629,0,0,2.914479,0,0.0,0.0,248,0,4,248,85.09239558768479,62.0,1.3724579933497547,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
6656,0,0,1.008606,0,0.0,0.0,372,180,9,552,547.2900220700651,61.33333333333334,8.923206881577148,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
6747,0,0,1.0083360000000001,0,0.0,0.0,372,180,9,552,547.4365687627934,61.33333333333334,8.925596229828153,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
6885,0,0,1.12042,0,0.0,0.0,3000,3908,23,6908,6165.545063458346,300.3478260869565,20.528016279609428,0.7676560900716479,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
7204,0,0,1.008804,0,0.0,0.0,372,180,9,552,547.1826043512912,61.33333333333334,8.921455505727574,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
7441,0,0,1.839429,0,0.0,0.0,372,180,9,552,300.09312672573935,61.33333333333334,4.892822718354446,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
7601,0,0,1.513595,0,0.0,0.0,6474,32547,63,39021,25780.344147542768,619.3809523809524,41.622759060382734,0.1989123421513504,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
7611,0,0,9.012863000000001,0,0.0,0.0,372,0,6,372,41.27434312493156,62.0,0.6657152116924445,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
7626,0,0,1.008645,0,0.0,0.0,372,180,9,552,547.2688606992548,61.33333333333334,8.922861859226982,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
7967,0,0,1.009628,0,0.0,0.0,372,180,9,552,546.7360255460427,61.33333333333334,8.914174329555044,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
8066,0,0,1.347226,0,0.0,0.0,5712,15428,37,21140,15691.502390838656,571.3513513513514,27.463840513766804,0.3702359346642468,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
8401,0,0,1.00843,0,0.0,0.0,372,180,9,552,547.3855398986544,61.33333333333334,8.92476423747806,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
8417,0,0,1.007236,0,0.0,0.0,372,180,9,552,548.0344229157814,61.33333333333334,8.93534385188774,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
8453,0,0,0.410558,0,0.0,0.0,930,470,15,1400,3409.9932287277315,93.33333333333331,36.53564173636856,1.9787234042553192,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
8544,0,0,3.8430440000000003,0,0.0,0.0,7482,1019,21,8501,2212.0485739949895,404.80952380952385,5.4644183100687895,7.342492639842982,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
8716,0,0,1.015349,0,0.0,0.0,6590,13293,39,19883,19582.42929278504,509.8205128205129,38.41043818430904,0.495749642669074,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
8857,0,0,1.0089,0,0.0,0.0,372,180,9,552,547.1305382099316,61.33333333333334,8.920606601248886,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
8939,0,0,1.008981,0,0.0,0.0,372,180,9,552,547.0866151096999,61.33333333333334,8.919890463745107,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
9052,0,0,1.0086629999999999,0,0.0,0.0,372,180,9,552,547.2590944646527,61.33333333333334,8.922702627141076,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
9119,0,0,9.012997,0,0.0,0.0,372,0,6,372,41.2737294819914,62.0,0.6657053142256676,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
9132,0,0,1.007866,0,0.0,0.0,372,180,9,552,547.6918558617912,61.33333333333334,8.929758519485725,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
9163,0,0,9.013155000000001,0,0.0,0.0,372,0,6,372,41.27300595629389,62.0,0.665693644456353,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
9297,0,0,0.5827829999999999,0,0.0,0.0,3292,1161,18,4453,7640.922950738097,247.38888888888889,30.886281857912806,2.8354866494401376,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
9353,0,0,1.008628,0,0.0,0.0,372,180,9,552,547.2780846853349,61.33333333333334,8.923012250304373,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
9626,0,0,2.9528209999999997,0,0.0,0.0,248,0,4,248,83.98748180130119,62.0,1.3546368032467937,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
9761,0,0,1.008312,0,0.0,0.0,372,180,9,552,547.4495989336633,61.33333333333334,8.92580867826625,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
9766,0,0,0.40962299999999996,0,0.0,0.0,982,470,15,1452,3544.7228305051235,96.8,36.61903750521821,2.08936170212766,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
9872,0,0,2.772204,0,0.0,0.0,2962,5661,35,8623,3110.5214479165315,246.37142857142857,12.62533348916602,0.5232291114644055,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
9886,0,0,32.580135,0,0.0,0.0,4004,1961,49,5965,183.08702526861842,121.73469387755102,1.5039839460456503,2.0418154003059663,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
9951,0,0,1.1017370000000002,0,0.0,0.0,372,180,9,552,501.0270146141955,61.33333333333334,8.168918716535796,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
10041,0,0,1.009308,0,0.0,0.0,372,180,9,552,546.9093676063203,61.33333333333334,8.917000558798701,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
10132,0,0,5.437983,0,0.0,0.0,2766,3913,33,6679,1228.2127399074252,202.3939393939394,6.0684264735656575,0.7068745208280092,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
10153,0,0,1.008575,0,0.0,0.0,372,180,9,552,547.3068438142924,61.33333333333334,8.923481149146072,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
10222,0,0,1.187476,0,0.0,0.0,8256,7083,33,15339,12917.313697287356,464.8181818181818,27.790035335450987,1.1656077933079203,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
10238,0,0,1.008675,0,0.0,0.0,372,180,9,552,547.2525838352293,61.33333333333334,8.922596475574393,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
10345,0,0,2.9133720000000003,0,0.0,0.0,248,0,4,248,85.12472832168359,62.0,1.3729794890594127,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
10355,0,0,1.008777,0,0.0,0.0,372,180,9,552,547.1972497390403,61.33333333333334,8.921694289223483,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
10563,0,0,0.328598,0,0.0,0.0,1540,543,15,2083,6339.052580965192,138.86666666666667,45.6484823401238,2.83609576427256,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
10575,0,0,1.0088780000000002,0,0.0,0.0,372,180,9,552,547.142469158808,61.33333333333334,8.920801127589261,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
10794,0,0,9.011971,0,0.0,0.0,372,0,6,372,41.27842843702005,62.0,0.6657811038229039,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
10968,0,0,0.8427979999999999,0,0.0,0.0,5080,15610,39,20690,24549.180230612797,530.5128205128206,46.274433494146884,0.3254324151185138,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
11004,0,0,1.28193,0,0.0,0.0,6820,4904,27,11724,9145.585172357303,434.22222222222223,21.06199246448714,1.3907014681892331,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
11190,0,0,9.012387,0,0.0,0.0,372,0,6,372,41.27652307873596,62.0,0.6657503722376769,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
11233,0,0,2.4309979999999998,0,0.0,0.0,3000,29767,67,32767,13478.826391465562,489.0597014925372,27.560697293868607,0.10078274599388584,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
11246,0,0,1.008628,0,0.0,0.0,372,180,9,552,547.2780846853349,61.33333333333334,8.923012250304373,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
11518,0,0,1.53748,0,0.0,0.0,4686,21853,40,26539,17261.362749434138,663.475,26.01659858990036,0.21443280098842266,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
11591,0,0,1.008264,0,0.0,0.0,372,180,9,552,547.475661136369,61.33333333333334,8.926233605484278,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
11596,0,0,2.813787,0,0.0,0.0,248,0,4,248,88.13744608245045,62.0,1.4215717110072652,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
12019,0,0,1.0090350000000001,0,0.0,0.0,372,180,9,552,547.0573369605613,61.33333333333334,8.919413102617849,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
12101,0,0,2.095055,0,0.0,0.0,2642,1809,27,4451,2124.5265637417638,164.85185185185185,12.88748982723604,1.4604754007739082,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
12218,0,0,1.008468,0,0.0,0.0,372,180,9,552,547.3649139090185,61.33333333333334,8.92442794416878,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
12242,0,0,8.949547,0,0.0,0.0,372,0,6,372,41.566349671106245,62.0,0.6704249946952622,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
12256,0,0,12.405886,0,0.0,0.0,2482,1261,25,3743,301.71162301507525,149.72,2.0151724753878923,1.9682791435368756,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
12549,0,0,9.013197,0,0.0,0.0,372,0,6,372,41.27281363094583,62.0,0.66569054243461,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
12606,0,0,1.008371,0,0.0,0.0,372,180,9,552,547.4175675421051,61.33333333333334,8.925286427316928,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
12652,0,0,0.32955,0,0.0,0.0,1526,543,15,2069,6278.258230920954,137.93333333333334,45.51661356395084,2.810313075506446,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
12695,0,0,254.959915,0,0.0,0.0,972,379,22,1351,5.298872177612704,61.40909090909091,0.08628807395076203,2.564643799472296,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
12750,0,0,34.008244,0,0.0,0.0,4290,2795,72,7085,208.3318385977236,98.40277777777777,2.117133716165998,1.5348837209302326,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
12844,0,0,1.210232,0,0.0,0.0,372,180,9,552,456.11089444007433,61.33333333333334,7.436590670218602,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
13041,0,0,1.008591,0,0.0,0.0,372,180,9,552,547.2981614945999,61.33333333333334,8.923339589585867,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
13045,0,0,1.119877,0,0.0,0.0,2872,4644,23,7516,6711.451346888989,326.7826086956522,20.53796979489712,0.6184323858742463,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
13054,0,0,32.998844,0,0.0,0.0,5052,1977,57,7029,213.0074617159316,123.31578947368419,1.7273332362794285,2.5553869499241277,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
13118,0,0,1.089505,0,0.0,0.0,372,180,9,552,506.6521034781851,61.33333333333334,8.26063212192693,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
13236,0,0,0.408172,0,0.0,0.0,924,470,15,1394,3415.226914144037,92.93333333333334,36.74921356682968,1.9659574468085104,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
13260,0,0,1.309137,0,0.0,0.0,372,180,9,552,421.651821008802,61.33333333333334,6.874757951230468,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
13428,0,0,8.947436,0,0.0,0.0,372,0,6,372,41.57615656597041,62.0,0.6705831704188776,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
13459,0,0,0.326532,0,0.0,0.0,1526,543,15,2069,6336.285570786325,137.93333333333334,45.937304766454744,2.810313075506446,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
14110,0,0,0.579286,0,0.0,0.0,3214,1161,18,4375,7552.400713982385,243.05555555555557,31.072734366098963,2.768303186907838,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
14206,0,0,0.9917090000000001,0,0.0,0.0,372,180,9,552,556.6148940868743,61.33333333333334,9.075242838372949,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
14354,0,0,2.9337880000000003,0,0.0,0.0,248,0,4,248,84.53235203088975,62.0,1.3634250327562862,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
14356,0,0,0.9985129999999999,0,0.0,0.0,372,180,9,552,552.8220463829715,61.33333333333334,9.013402930157143,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
14400,0,0,1.4526649999999999,0,0.0,0.0,372,180,9,552,379.9912574475188,61.33333333333334,6.195509632296503,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
14491,0,0,2.974271,0,0.0,0.0,248,0,4,248,83.38177657651238,62.0,1.344867364137296,88.58003629764065,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
14513,0,0,0.9790969999999999,0,0.0,0.0,372,180,9,552,563.7847935393531,61.33333333333334,9.192143372924235,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
14522,0,0,1.383173,0,0.0,0.0,372,180,9,552,399.0823996709016,61.33333333333334,6.506778255503831,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
14555,0,0,1.008382,0,0.0,0.0,372,180,9,552,547.4115960023087,61.33333333333334,8.925189065255033,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
15040,0,0,1.6309719999999999,0,0.0,0.0,4142,9664,34,13806,8464.89087488933,406.05882352941177,20.846464562236505,0.4286009933774834,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
15084,0,0,1.0086620000000002,0,0.0,0.0,372,180,9,552,547.2596370240972,61.33333333333334,8.922711473218977,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
15090,0,0,1.008745,0,0.0,0.0,372,180,9,552,547.2146082508464,61.33333333333334,8.921977308437713,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
15453,0,0,1.0083469999999999,0,0.0,0.0,372,180,9,552,547.4305968084399,61.33333333333334,8.925498861007172,2.066666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
15492,0,0,3.234227,0,0.0,0.0,6200,1856,32,8056,2490.857939161351,251.75,9.894172548803779,3.3405172413793105,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
